sales_id,date,buyer_id,product_id,quantity,unit_price,delivery_type,delivery_cost,total,avg_total
330,2023-04-02 00:00:00.000000,1975,9,2,80000,mail,8155.13089000288,168155.130890003,87171.8613002108
334,2021-05-28 00:00:00.000000,1952,10,1,90000,mail,8951.90512872027,98951.9051287203,87171.8613002108
339,2020-02-13 00:00:00.000000,332,1,4,34000,mail,3698.68544455029,139698.68544455,87171.8613002108
340,2021-11-05 00:00:00.000000,483,10,4,90000,rider,3319.15376713066,363319.153767131,87171.8613002108
356,2023-01-02 00:00:00.000000,1009,8,2,75000,mail,1867.42592581451,151867.425925815,87171.8613002108
358,2022-09-22 00:00:00.000000,1783,9,2,80000,mail,3561.41074571544,163561.410745715,87171.8613002108
360,2020-05-30 00:00:00.000000,1566,10,2,90000,rider,8620.17773459529,188620.177734595,87171.8613002108
362,2021-09-28 00:00:00.000000,757,10,1,90000,mail,8843.2926979617,98843.2926979617,87171.8613002108
364,2021-02-17 00:00:00.000000,1522,9,3,80000,pickup,7062.99198446658,247062.991984467,87171.8613002108
365,2022-07-14 00:00:00.000000,662,10,1,90000,rider,5573.71172353698,95573.711723537,87171.8613002108
368,2020-09-16 00:00:00.000000,1773,9,4,80000,pickup,1556.47933429934,321556.479334299,87171.8613002108
371,2022-08-14 00:00:00.000000,1617,5,4,25000,pickup,4013.30713326323,104013.307133263,87171.8613002108
375,2022-07-01 00:00:00.000000,200,10,3,90000,pickup,7974.99677149593,277974.996771496,87171.8613002108
377,2021-03-16 00:00:00.000000,1505,4,2,50000,rider,3159.15215510584,103159.152155106,87171.8613002108
386,2022-01-31 00:00:00.000000,1623,1,4,34000,rider,8156.75356427597,144156.753564276,87171.8613002108
388,2020-07-13 00:00:00.000000,1302,9,3,80000,pickup,2602.37498343187,242602.374983432,87171.8613002108
391,2021-05-11 00:00:00.000000,418,10,2,90000,mail,5477.66718745716,185477.667187457,87171.8613002108
395,2020-04-08 00:00:00.000000,194,7,3,30000,rider,3825.88671793237,93825.8867179324,87171.8613002108
396,2021-03-11 00:00:00.000000,363,10,2,90000,pickup,3246.58409939848,183246.584099399,87171.8613002108
400,2023-03-06 00:00:00.000000,137,10,1,90000,rider,7425.05004489587,97425.0500448959,87171.8613002108
402,2020-06-01 00:00:00.000000,12,7,3,30000,rider,5314.20476403704,95314.2047640371,87171.8613002108
405,2022-12-28 00:00:00.000000,674,9,2,80000,pickup,5080.05447626449,165080.054476264,87171.8613002108
406,2021-07-21 00:00:00.000000,907,10,1,90000,pickup,6936.80979648248,96936.8097964825,87171.8613002108
412,2020-10-11 00:00:00.000000,1709,8,2,75000,mail,3817.16414720186,153817.164147202,87171.8613002108
418,2021-10-06 00:00:00.000000,1367,6,4,25000,pickup,8231.4775370601,108231.47753706,87171.8613002108
419,2022-09-21 00:00:00.000000,1287,9,3,80000,pickup,4844.54112262904,244844.541122629,87171.8613002108
422,2022-03-05 00:00:00.000000,1834,8,4,75000,rider,7926.73779069915,307926.737790699,87171.8613002108
423,2021-03-28 00:00:00.000000,859,10,1,90000,pickup,3680.21338161382,93680.2133816138,87171.8613002108
424,2021-10-02 00:00:00.000000,675,7,3,30000,mail,4145.63127886432,94145.6312788643,87171.8613002108
431,2020-11-24 00:00:00.000000,602,4,2,50000,mail,5639.76273342909,105639.762733429,87171.8613002108
434,2020-09-01 00:00:00.000000,1967,4,4,50000,rider,7272.43603978751,207272.436039787,87171.8613002108
435,2020-11-21 00:00:00.000000,103,4,4,50000,mail,1956.76994016101,201956.769940161,87171.8613002108
439,2020-09-11 00:00:00.000000,575,10,1,90000,pickup,2967.44152836059,92967.4415283606,87171.8613002108
441,2020-06-23 00:00:00.000000,1079,9,2,80000,mail,8799.31162545385,168799.311625454,87171.8613002108
443,2020-06-14 00:00:00.000000,1784,9,4,80000,rider,2840.95720893205,322840.957208932,87171.8613002108
447,2022-03-02 00:00:00.000000,352,4,3,50000,rider,8192.61947832463,158192.619478325,87171.8613002108
449,2022-05-25 00:00:00.000000,436,10,1,90000,rider,2339.55854208477,92339.5585420848,87171.8613002108
450,2022-10-07 00:00:00.000000,12,8,2,75000,mail,4990.60139221713,154990.601392217,87171.8613002108
455,2021-06-15 00:00:00.000000,1129,10,4,90000,pickup,7702.92601760923,367702.926017609,87171.8613002108
456,2020-04-13 00:00:00.000000,357,8,4,75000,rider,4613.99817764548,304613.998177645,87171.8613002108
457,2020-09-30 00:00:00.000000,1765,9,1,80000,rider,8416.48534604365,88416.4853460436,87171.8613002108
458,2021-12-16 00:00:00.000000,1173,10,1,90000,mail,8605.72521029284,98605.7252102928,87171.8613002108
459,2022-12-23 00:00:00.000000,1164,10,1,90000,pickup,3950.37986867186,93950.3798686719,87171.8613002108
463,2022-01-16 00:00:00.000000,1816,10,2,90000,mail,4115.96061110237,184115.960611102,87171.8613002108
464,2022-01-27 00:00:00.000000,556,5,4,25000,pickup,6378.0202439317,106378.020243932,87171.8613002108
476,2023-01-15 00:00:00.000000,1479,10,4,90000,mail,8408.15109780964,368408.15109781,87171.8613002108
477,2023-04-11 00:00:00.000000,899,9,4,80000,pickup,4996.65981414016,324996.65981414,87171.8613002108
483,2021-05-13 00:00:00.000000,617,7,3,30000,pickup,2056.66765056676,92056.6676505668,87171.8613002108
488,2021-07-31 00:00:00.000000,1691,10,1,90000,rider,5959.25958786834,95959.2595878683,87171.8613002108
491,2022-09-07 00:00:00.000000,1399,4,2,50000,mail,4105.13579348039,104105.13579348,87171.8613002108
494,2021-04-01 00:00:00.000000,205,8,2,75000,pickup,2081.7727841954,152081.772784195,87171.8613002108
495,2020-09-30 00:00:00.000000,1756,10,4,90000,pickup,3219.2381173301,363219.23811733,87171.8613002108
496,2022-02-01 00:00:00.000000,1808,7,4,30000,rider,1942.13786033692,121942.137860337,87171.8613002108
498,2021-06-13 00:00:00.000000,1007,4,3,50000,rider,6092.74016846815,156092.740168468,87171.8613002108
499,2020-07-30 00:00:00.000000,1615,4,4,50000,rider,4721.03311095858,204721.033110959,87171.8613002108
502,2020-02-23 00:00:00.000000,868,4,3,50000,rider,8649.90489710196,158649.904897102,87171.8613002108
508,2020-06-22 00:00:00.000000,10,10,1,90000,rider,7306.56255587784,97306.5625558778,87171.8613002108
511,2020-03-21 00:00:00.000000,222,1,3,34000,pickup,3945.03151320475,105945.031513205,87171.8613002108
515,2020-10-24 00:00:00.000000,1296,9,1,80000,rider,7510.10377633162,87510.1037763316,87171.8613002108
517,2022-07-29 00:00:00.000000,77,6,4,25000,pickup,5371.87787041567,105371.877870416,87171.8613002108
523,2021-05-03 00:00:00.000000,1138,9,2,80000,mail,4850.85739496523,164850.857394965,87171.8613002108
529,2021-06-18 00:00:00.000000,1276,10,4,90000,pickup,6195.85694904474,366195.856949045,87171.8613002108
531,2023-04-07 00:00:00.000000,934,10,4,90000,mail,5388.22242393629,365388.222423936,87171.8613002108
532,2023-03-02 00:00:00.000000,65,1,3,34000,mail,3487.85747127882,105487.857471279,87171.8613002108
535,2020-08-04 00:00:00.000000,362,10,1,90000,rider,7772.2557416676,97772.2557416676,87171.8613002108
537,2020-07-13 00:00:00.000000,1,10,1,90000,mail,3825.77058113651,93825.7705811365,87171.8613002108
538,2023-02-12 00:00:00.000000,1600,5,4,25000,pickup,5336.96910480571,105336.969104806,87171.8613002108
545,2021-02-25 00:00:00.000000,1378,10,3,90000,mail,5806.58796742403,275806.587967424,87171.8613002108
553,2021-03-30 00:00:00.000000,379,8,3,75000,pickup,5732.29667142647,230732.296671426,87171.8613002108
556,2022-10-15 00:00:00.000000,262,10,1,90000,pickup,5973.26280207183,95973.2628020718,87171.8613002108
559,2021-07-22 00:00:00.000000,1979,4,3,50000,mail,5860.53899699594,155860.538996996,87171.8613002108
572,2023-04-02 00:00:00.000000,1142,10,3,90000,pickup,7881.82015675923,277881.820156759,87171.8613002108
573,2020-01-25 00:00:00.000000,1435,8,4,75000,pickup,4895.0205077651,304895.020507765,87171.8613002108
574,2022-10-16 00:00:00.000000,1458,8,2,75000,rider,3809.22277526637,153809.222775266,87171.8613002108
578,2020-10-11 00:00:00.000000,1661,4,4,50000,pickup,8713.44874908781,208713.448749088,87171.8613002108
579,2020-04-24 00:00:00.000000,763,8,4,75000,rider,2105.49190244459,302105.491902445,87171.8613002108
580,2022-10-20 00:00:00.000000,1916,10,2,90000,pickup,8285.61329031194,188285.613290312,87171.8613002108
583,2023-01-30 00:00:00.000000,766,10,1,90000,pickup,8479.49414003962,98479.4941400396,87171.8613002108
584,2023-01-05 00:00:00.000000,735,7,4,30000,pickup,3717.22328078939,123717.223280789,87171.8613002108
585,2021-07-11 00:00:00.000000,547,10,1,90000,pickup,4868.42033491908,94868.4203349191,87171.8613002108
588,2022-10-12 00:00:00.000000,231,5,4,25000,rider,4212.67085951188,104212.670859512,87171.8613002108
592,2023-02-03 00:00:00.000000,1325,9,1,80000,pickup,7518.45451011486,87518.4545101149,87171.8613002108
595,2022-10-09 00:00:00.000000,340,10,3,90000,rider,1984.51000886858,271984.510008869,87171.8613002108
597,2021-09-03 00:00:00.000000,1124,10,2,90000,pickup,8029.42074997201,188029.420749972,87171.8613002108
599,2021-09-25 00:00:00.000000,941,10,1,90000,pickup,8505.22908953963,98505.2290895396,87171.8613002108
600,2022-06-13 00:00:00.000000,335,10,4,90000,mail,8499.52791310582,368499.527913106,87171.8613002108
602,2021-06-22 00:00:00.000000,1311,7,4,30000,rider,8060.40653882037,128060.40653882,87171.8613002108
603,2020-11-14 00:00:00.000000,657,4,2,50000,rider,4849.69407258731,104849.694072587,87171.8613002108
604,2021-03-30 00:00:00.000000,292,6,4,25000,mail,2176.73509622575,102176.735096226,87171.8613002108
605,2021-11-02 00:00:00.000000,504,5,4,25000,mail,2425.49399556462,102425.493995565,87171.8613002108
612,2023-01-12 00:00:00.000000,118,1,3,34000,mail,5413.73781747781,107413.737817478,87171.8613002108
613,2021-04-13 00:00:00.000000,1273,10,2,90000,pickup,6481.53842896979,186481.53842897,87171.8613002108
614,2021-12-24 00:00:00.000000,146,4,2,50000,rider,5819.98840772083,105819.988407721,87171.8613002108
616,2021-05-13 00:00:00.000000,420,10,1,90000,rider,4079.73878183851,94079.7387818385,87171.8613002108
617,2022-04-21 00:00:00.000000,1023,8,3,75000,mail,2590.83813396649,227590.838133966,87171.8613002108
618,2020-09-26 00:00:00.000000,216,1,4,34000,mail,7111.26448616432,143111.264486164,87171.8613002108
624,2022-08-14 00:00:00.000000,1051,9,2,80000,mail,8540.14530897957,168540.14530898,87171.8613002108
636,2023-02-19 00:00:00.000000,1194,5,4,25000,pickup,1628.1115776537,101628.111577654,87171.8613002108
640,2022-07-22 00:00:00.000000,1959,10,3,90000,mail,4460.1777489424,274460.177748942,87171.8613002108
641,2021-10-23 00:00:00.000000,1980,1,4,34000,pickup,8408.59231016654,144408.592310167,87171.8613002108
642,2022-02-08 00:00:00.000000,1476,10,1,90000,mail,7643.13877112442,97643.1387711244,87171.8613002108
643,2022-10-18 00:00:00.000000,512,10,2,90000,rider,4091.03749665395,184091.037496654,87171.8613002108
647,2021-07-20 00:00:00.000000,472,8,2,75000,pickup,4839.45312082243,154839.453120822,87171.8613002108
648,2020-03-30 00:00:00.000000,247,8,4,75000,mail,3114.62604104227,303114.626041042,87171.8613002108
653,2022-05-23 00:00:00.000000,1306,10,2,90000,pickup,4356.26388944813,184356.263889448,87171.8613002108
659,2022-05-19 00:00:00.000000,918,4,4,50000,pickup,3919.64695356938,203919.646953569,87171.8613002108
670,2021-12-17 00:00:00.000000,652,7,4,30000,mail,4583.74474541404,124583.744745414,87171.8613002108
674,2021-03-02 00:00:00.000000,1146,1,4,34000,mail,3607.92110021138,139607.921100211,87171.8613002108
678,2020-07-27 00:00:00.000000,398,9,4,80000,mail,1739.99920569322,321739.999205693,87171.8613002108
681,2023-02-03 00:00:00.000000,26,10,2,90000,rider,2763.0597691898,182763.05976919,87171.8613002108
686,2021-11-28 00:00:00.000000,461,4,3,50000,rider,2681.47029300934,152681.470293009,87171.8613002108
687,2023-01-20 00:00:00.000000,1820,10,4,90000,mail,1653.37132228008,361653.37132228,87171.8613002108
688,2023-03-06 00:00:00.000000,160,9,1,80000,mail,8882.73932306844,88882.7393230684,87171.8613002108
691,2021-01-18 00:00:00.000000,1528,7,4,30000,pickup,3614.44096015429,123614.440960154,87171.8613002108
693,2020-08-22 00:00:00.000000,921,10,1,90000,mail,4349.51152076645,94349.5115207664,87171.8613002108
694,2022-07-18 00:00:00.000000,1764,9,4,80000,pickup,2461.87890452492,322461.878904525,87171.8613002108
697,2020-02-26 00:00:00.000000,1634,10,1,90000,rider,4165.09146293585,94165.0914629359,87171.8613002108
701,2022-06-11 00:00:00.000000,1328,10,1,90000,rider,7503.80642411282,97503.8064241128,87171.8613002108
703,2022-12-13 00:00:00.000000,566,8,2,75000,pickup,8712.6925015015,158712.692501502,87171.8613002108
704,2020-01-06 00:00:00.000000,1467,8,4,75000,pickup,5168.49635813326,305168.496358133,87171.8613002108
712,2021-11-08 00:00:00.000000,1627,10,2,90000,mail,4333.15267041879,184333.152670419,87171.8613002108
714,2020-05-27 00:00:00.000000,1139,10,4,90000,pickup,3128.48986496404,363128.489864964,87171.8613002108
725,2020-05-16 00:00:00.000000,1234,10,4,90000,rider,8219.9965718783,368219.996571878,87171.8613002108
728,2020-12-31 00:00:00.000000,320,10,1,90000,rider,1770.97883424613,91770.9788342461,87171.8613002108
729,2022-05-16 00:00:00.000000,826,9,2,80000,pickup,8291.44402986137,168291.444029861,87171.8613002108
732,2022-04-19 00:00:00.000000,738,9,2,80000,mail,1545.52214142573,161545.522141426,87171.8613002108
733,2022-10-16 00:00:00.000000,1555,8,3,75000,mail,3098.808402979,228098.808402979,87171.8613002108
736,2021-10-06 00:00:00.000000,251,7,3,30000,pickup,2383.2947009521,92383.2947009521,87171.8613002108
737,2020-10-22 00:00:00.000000,1485,9,2,80000,mail,4570.63045311945,164570.630453119,87171.8613002108
745,2021-07-06 00:00:00.000000,1333,10,1,90000,rider,2758.39975557631,92758.3997555763,87171.8613002108
746,2021-09-13 00:00:00.000000,220,1,3,34000,rider,2540.10763313864,104540.107633139,87171.8613002108
750,2022-12-13 00:00:00.000000,764,4,2,50000,pickup,5754.68098471972,105754.68098472,87171.8613002108
761,2020-03-14 00:00:00.000000,203,6,4,25000,mail,5026.64211712395,105026.642117124,87171.8613002108
764,2020-06-07 00:00:00.000000,1730,10,1,90000,rider,3738.21208245215,93738.2120824522,87171.8613002108
765,2020-11-12 00:00:00.000000,1757,10,4,90000,pickup,8086.47237077906,368086.472370779,87171.8613002108
766,2022-12-07 00:00:00.000000,1872,7,4,30000,rider,5069.07396544334,125069.073965443,87171.8613002108
767,2022-11-14 00:00:00.000000,1079,4,4,50000,rider,3038.1793412115,203038.179341211,87171.8613002108
775,2021-05-30 00:00:00.000000,709,4,3,50000,mail,1570.09653405831,151570.096534058,87171.8613002108
778,2021-10-07 00:00:00.000000,1366,10,1,90000,mail,7145.18075754725,97145.1807575473,87171.8613002108
779,2020-07-22 00:00:00.000000,1898,4,4,50000,rider,8911.90629176857,208911.906291769,87171.8613002108
784,2020-06-06 00:00:00.000000,1557,10,2,90000,rider,1743.92573460507,181743.925734605,87171.8613002108
786,2021-02-14 00:00:00.000000,1146,10,1,90000,pickup,8606.0388424964,98606.0388424964,87171.8613002108
787,2023-04-06 00:00:00.000000,94,10,3,90000,pickup,3016.35257498647,273016.352574986,87171.8613002108
790,2021-08-08 00:00:00.000000,1976,1,4,34000,mail,7408.10020725936,143408.100207259,87171.8613002108
797,2023-02-03 00:00:00.000000,1115,9,3,80000,pickup,8797.33628477099,248797.336284771,87171.8613002108
799,2021-11-18 00:00:00.000000,1851,4,2,50000,rider,3047.63702300463,103047.637023005,87171.8613002108
803,2021-10-02 00:00:00.000000,739,9,2,80000,rider,8169.09015338024,168169.09015338,87171.8613002108
804,2023-01-11 00:00:00.000000,362,10,1,90000,rider,3697.02559033783,93697.0255903378,87171.8613002108
808,2020-04-18 00:00:00.000000,130,5,4,25000,pickup,6542.15515148454,106542.155151485,87171.8613002108
811,2021-04-24 00:00:00.000000,1254,8,2,75000,mail,5680.1058385867,155680.105838587,87171.8613002108
812,2022-06-03 00:00:00.000000,1012,1,3,34000,mail,2275.16864786897,104275.168647869,87171.8613002108
814,2022-11-14 00:00:00.000000,436,10,2,90000,pickup,2357.87275509776,182357.872755098,87171.8613002108
815,2023-01-14 00:00:00.000000,1151,8,2,75000,rider,2151.24123394388,152151.241233944,87171.8613002108
