sales_id,date,buyer_id,product_id,quantity,unit_price,delivery_type,delivery_cost,total
51,2023-02-28 00:00:00.000000,1289,3,1,15000,pickup,5102.57828855174,20102.5782885517
52,2020-05-12 00:00:00.000000,516,7,1,30000,mail,6278.97684827859,36278.9768482786
53,2021-10-01 00:00:00.000000,149,9,3,80000,rider,6850.67153790972,246850.67153791
54,2022-02-08 00:00:00.000000,777,4,1,50000,pickup,6421.28368600533,56421.2836860053
55,2021-03-16 00:00:00.000000,1344,1,2,34000,mail,3015.04863333176,71015.0486333318
56,2023-02-27 00:00:00.000000,949,1,2,34000,rider,3656.78804608072,71656.7880460807
57,2022-03-13 00:00:00.000000,1407,4,1,50000,pickup,6886.44582913448,56886.4458291345
58,2020-01-14 00:00:00.000000,1420,10,1,90000,rider,8023.05528895726,98023.0552889573
59,2022-08-26 00:00:00.000000,713,8,1,75000,rider,3788.66151059078,78788.6615105908
60,2020-04-15 00:00:00.000000,220,10,4,90000,mail,2324.19723018272,362324.197230183
61,2023-04-11 00:00:00.000000,692,6,1,25000,rider,4319.95957023916,29319.9595702392
62,2021-11-18 00:00:00.000000,1624,2,1,12000,pickup,2322.06058701963,14322.0605870196
63,2022-06-12 00:00:00.000000,1890,8,1,75000,mail,1533.76959349672,76533.7695934967
64,2021-12-01 00:00:00.000000,31,4,3,50000,mail,3406.50674532651,153406.506745327
65,2020-08-24 00:00:00.000000,325,10,3,90000,rider,1666.45292098924,271666.452920989
66,2023-04-08 00:00:00.000000,1662,9,4,80000,rider,8732.55900617418,328732.559006174
67,2021-02-14 00:00:00.000000,1104,3,3,15000,pickup,2229.28264042883,47229.2826404288
68,2020-01-09 00:00:00.000000,1645,9,2,80000,rider,7086.81477321579,167086.814773216
69,2020-11-04 00:00:00.000000,564,1,3,34000,rider,3225.56215275196,105225.562152752
70,2023-03-21 00:00:00.000000,830,10,2,90000,pickup,7720.81518276843,187720.815182768
71,2022-12-25 00:00:00.000000,1356,4,1,50000,pickup,4763.75665446521,54763.7566544652
72,2021-04-07 00:00:00.000000,587,3,1,15000,pickup,3520.63119041353,18520.6311904135
73,2021-10-22 00:00:00.000000,563,10,2,90000,rider,4909.22135676593,184909.221356766
74,2020-03-18 00:00:00.000000,1074,9,1,80000,pickup,6803.17279029857,86803.1727902986
75,2022-02-26 00:00:00.000000,694,5,1,25000,rider,6526.69109271756,31526.6910927176
76,2020-02-29 00:00:00.000000,979,10,1,90000,pickup,8961.18230987123,98961.1823098712
77,2022-09-28 00:00:00.000000,806,7,3,30000,rider,6244.05499102331,96244.0549910233
78,2020-07-03 00:00:00.000000,280,4,1,50000,pickup,5270.90094571365,55270.9009457136
79,2021-10-13 00:00:00.000000,1321,9,1,80000,rider,3897.74558712378,83897.7455871238
80,2020-06-24 00:00:00.000000,787,1,1,34000,mail,8679.32670841878,42679.3267084188
81,2022-03-31 00:00:00.000000,1749,1,1,34000,rider,4645.11976589865,38645.1197658986
82,2020-10-16 00:00:00.000000,837,3,3,15000,pickup,8156.87242822873,53156.8724282287
83,2023-01-25 00:00:00.000000,1967,7,1,30000,pickup,5987.75523473721,35987.7552347372
84,2020-09-13 00:00:00.000000,1597,4,1,50000,mail,7970.55204975134,57970.5520497513
85,2022-10-16 00:00:00.000000,1543,8,3,75000,rider,7851.45854115613,232851.458541156
86,2020-08-30 00:00:00.000000,1989,8,3,75000,rider,6257.63982838137,231257.639828381
87,2022-09-01 00:00:00.000000,1704,7,1,30000,mail,2368.24479941316,32368.2447994132
88,2021-11-26 00:00:00.000000,811,7,1,30000,pickup,3559.292142479,33559.292142479
89,2020-03-05 00:00:00.000000,71,2,4,12000,mail,2180.32949591722,50180.3294959172
90,2021-01-12 00:00:00.000000,430,4,1,50000,rider,3331.62286756174,53331.6228675617
91,2020-02-09 00:00:00.000000,1895,9,1,80000,pickup,4258.28342454028,84258.2834245403
92,2021-05-01 00:00:00.000000,498,4,2,50000,mail,2930.72577855286,102930.725778553
93,2022-03-14 00:00:00.000000,493,7,2,30000,rider,2221.20111518293,62221.2011151829
94,2020-05-12 00:00:00.000000,1467,10,1,90000,mail,4110.19408425166,94110.1940842517
95,2022-05-11 00:00:00.000000,1517,2,2,12000,mail,4186.32011865727,28186.3201186573
96,2022-04-08 00:00:00.000000,1239,5,2,25000,mail,8238.96289359659,58238.9628935966
97,2021-02-09 00:00:00.000000,789,7,1,30000,mail,7010.00117243276,37010.0011724328
98,2020-07-24 00:00:00.000000,588,4,1,50000,mail,6717.56563931081,56717.5656393108
99,2020-04-12 00:00:00.000000,1752,9,1,80000,mail,3444.05287251963,83444.0528725196
100,2020-12-06 00:00:00.000000,1302,2,2,12000,rider,3171.36767258545,27171.3676725855
101,2020-07-21 00:00:00.000000,1884,5,1,25000,pickup,5965.33666587784,30965.3366658778
102,2022-04-17 00:00:00.000000,1800,1,4,34000,mail,5921.26292505924,141921.262925059
103,2020-02-11 00:00:00.000000,830,4,4,50000,pickup,4931.12426185273,204931.124261853
104,2021-04-30 00:00:00.000000,70,6,1,25000,rider,8304.30403996262,33304.3040399626
105,2021-10-14 00:00:00.000000,1034,10,2,90000,rider,5582.38991949468,185582.389919495
106,2021-08-24 00:00:00.000000,757,1,4,34000,mail,7774.73884213716,143774.738842137
107,2022-06-12 00:00:00.000000,728,7,2,30000,mail,6180.78797716922,66180.7879771692
108,2020-09-04 00:00:00.000000,600,3,4,15000,mail,5436.41767563831,65436.4176756383
109,2021-04-27 00:00:00.000000,1409,6,1,25000,pickup,5411.78514184696,30411.785141847
110,2020-05-19 00:00:00.000000,615,10,2,90000,mail,8109.04166653567,188109.041666536
111,2022-01-03 00:00:00.000000,134,3,1,15000,mail,1943.9687543675,16943.9687543675
112,2020-05-23 00:00:00.000000,1654,3,2,15000,pickup,4522.89372433825,34522.8937243382
113,2022-10-05 00:00:00.000000,1326,4,1,50000,rider,2100.08457717325,52100.0845771733
114,2020-10-15 00:00:00.000000,954,9,2,80000,rider,8364.18642214204,168364.186422142
115,2022-03-18 00:00:00.000000,744,3,2,15000,pickup,6100.88173655249,36100.8817365525
116,2020-01-09 00:00:00.000000,585,2,1,12000,rider,7048.78439612637,19048.7843961264
117,2021-10-04 00:00:00.000000,1974,10,1,90000,rider,6048.8525544176,96048.8525544176
118,2020-12-18 00:00:00.000000,1718,9,2,80000,rider,4627.54443358985,164627.54443359
119,2021-01-21 00:00:00.000000,536,3,1,15000,pickup,2445.49683048343,17445.4968304834
120,2020-12-12 00:00:00.000000,116,9,1,80000,pickup,3849.06770539339,83849.0677053934
121,2020-03-13 00:00:00.000000,277,1,2,34000,mail,3452.73845237478,71452.7384523748
122,2022-12-19 00:00:00.000000,1886,3,1,15000,pickup,7957.47862701392,22957.4786270139
123,2021-08-26 00:00:00.000000,1778,1,1,34000,mail,2316.04041170411,36316.0404117041
124,2022-08-19 00:00:00.000000,349,5,3,25000,rider,8381.9692800382,83381.9692800382
125,2021-03-14 00:00:00.000000,1241,1,1,34000,rider,4376.04619438522,38376.0461943852
126,2022-05-06 00:00:00.000000,511,1,1,34000,mail,6329.53784853146,40329.5378485315
127,2023-04-08 00:00:00.000000,710,8,2,75000,rider,1760.49245933699,151760.492459337
128,2021-02-28 00:00:00.000000,1881,9,4,80000,rider,2457.68574570265,322457.685745703
129,2021-01-24 00:00:00.000000,1998,8,1,75000,rider,6211.98122158615,81211.9812215862
130,2021-12-16 00:00:00.000000,583,2,1,12000,mail,5806.48818957087,17806.4881895709
131,2020-02-07 00:00:00.000000,285,9,1,80000,mail,4966.76958471787,84966.7695847179
132,2020-10-11 00:00:00.000000,1103,8,1,75000,rider,4865.68569093911,79865.6856909391
133,2022-11-15 00:00:00.000000,1388,8,2,75000,rider,6232.14253562357,156232.142535624
134,2020-08-11 00:00:00.000000,1892,8,2,75000,rider,5050.7262986647,155050.726298665
135,2022-11-07 00:00:00.000000,83,4,4,50000,rider,8137.50281204423,208137.502812044
136,2022-08-01 00:00:00.000000,136,7,1,30000,rider,4062.6963887742,34062.6963887742
137,2020-11-11 00:00:00.000000,1836,2,3,12000,rider,3640.47478860073,39640.4747886007
138,2023-04-11 00:00:00.000000,155,1,2,34000,rider,5624.41014461878,73624.4101446188
139,2020-08-19 00:00:00.000000,1209,10,1,90000,mail,3405.5912175494,93405.5912175494
140,2020-04-29 00:00:00.000000,967,1,2,34000,rider,3469.01580579156,71469.0158057916
141,2022-10-25 00:00:00.000000,1333,3,4,15000,pickup,2199.75145480729,62199.7514548073
142,2021-12-26 00:00:00.000000,1044,3,1,15000,rider,3160.20198633786,18160.2019863379
143,2021-09-16 00:00:00.000000,1771,5,1,25000,mail,8164.29611515213,33164.2961151521
144,2022-01-11 00:00:00.000000,1252,1,1,34000,pickup,8777.45482412892,42777.4548241289
145,2022-02-10 00:00:00.000000,1389,6,1,25000,mail,2851.28312089818,27851.2831208982
146,2020-12-19 00:00:00.000000,1946,8,2,75000,pickup,8841.43032599036,158841.43032599
147,2022-08-18 00:00:00.000000,907,6,1,25000,pickup,4323.73934381125,29323.7393438112
148,2021-01-23 00:00:00.000000,932,9,3,80000,rider,4942.14609741523,244942.146097415
149,2020-01-02 00:00:00.000000,57,8,1,75000,pickup,1538.24632725361,76538.2463272536
150,2021-01-11 00:00:00.000000,254,8,1,75000,pickup,4912.13139898636,79912.1313989864
151,2021-02-01 00:00:00.000000,77,3,2,15000,mail,2212.58663957399,32212.586639574
152,2020-12-31 00:00:00.000000,1149,6,1,25000,mail,8510.71233630089,33510.7123363009
153,2023-03-02 00:00:00.000000,847,6,1,25000,rider,8065.13589408201,33065.135894082
154,2022-08-24 00:00:00.000000,282,10,2,90000,rider,7634.56877411515,187634.568774115
155,2020-11-13 00:00:00.000000,1219,6,2,25000,rider,2168.21270219824,52168.2127021982
156,2021-09-17 00:00:00.000000,931,7,3,30000,pickup,8737.38572655797,98737.385726558
157,2020-04-29 00:00:00.000000,1406,6,1,25000,pickup,6619.40516363453,31619.4051636345
158,2021-03-23 00:00:00.000000,1272,5,1,25000,pickup,4057.77993590902,29057.779935909
159,2022-06-08 00:00:00.000000,749,10,1,90000,rider,6572.84524261659,96572.8452426166
160,2023-01-07 00:00:00.000000,1253,3,3,15000,mail,7312.28497459032,52312.2849745903
161,2020-04-07 00:00:00.000000,1404,3,1,15000,mail,5172.83057224166,20172.8305722417
162,2021-06-28 00:00:00.000000,1671,2,1,12000,pickup,8472.37587542132,20472.3758754213
163,2023-01-02 00:00:00.000000,1305,5,3,25000,pickup,7839.90300492887,82839.9030049289
164,2022-02-10 00:00:00.000000,1831,1,2,34000,rider,7630.50354479839,75630.5035447984
165,2021-04-25 00:00:00.000000,969,6,1,25000,mail,6518.56617620091,31518.5661762009
166,2022-08-28 00:00:00.000000,1724,4,1,50000,mail,1571.62766440301,51571.627664403
167,2021-07-17 00:00:00.000000,1450,4,4,50000,mail,5209.06858913439,205209.068589134
168,2021-06-18 00:00:00.000000,1246,5,1,25000,rider,3984.9588414518,28984.9588414518
169,2020-11-25 00:00:00.000000,1469,4,1,50000,mail,7355.27168867198,57355.271688672
170,2021-09-05 00:00:00.000000,428,10,1,90000,pickup,2044.46951903729,92044.4695190373
171,2021-08-20 00:00:00.000000,911,4,1,50000,rider,4942.26481581035,54942.2648158104
172,2021-08-19 00:00:00.000000,943,9,1,80000,mail,7338.61857903357,87338.6185790336
173,2021-02-14 00:00:00.000000,1829,6,2,25000,pickup,4183.35729960132,54183.3572996013
174,2022-06-28 00:00:00.000000,1921,10,4,90000,mail,3030.73139097953,363030.73139098
175,2023-04-14 00:00:00.000000,1432,9,1,80000,pickup,3291.3855147046,83291.3855147046
176,2020-05-11 00:00:00.000000,294,4,3,50000,pickup,5081.82941869169,155081.829418692
177,2022-04-10 00:00:00.000000,1367,2,3,12000,mail,5394.33418566976,41394.3341856698
178,2020-09-26 00:00:00.000000,63,7,1,30000,pickup,5208.61945081888,35208.6194508189
179,2022-09-09 00:00:00.000000,262,4,1,50000,rider,6889.75274452611,56889.7527445261
180,2020-07-27 00:00:00.000000,440,4,2,50000,mail,8141.52056936205,108141.520569362
181,2022-05-26 00:00:00.000000,307,3,2,15000,rider,7594.38184152549,37594.3818415255
182,2021-01-10 00:00:00.000000,1018,10,1,90000,mail,2386.16074997974,92386.1607499797
183,2022-10-06 00:00:00.000000,179,2,3,12000,rider,8552.75670991068,44552.7567099107
184,2020-12-13 00:00:00.000000,1014,10,3,90000,pickup,4569.74759930453,274569.747599305
185,2020-09-11 00:00:00.000000,1142,9,1,80000,pickup,7959.89533683179,87959.8953368318
186,2021-04-30 00:00:00.000000,1798,2,1,12000,rider,4197.55226519512,16197.5522651951
187,2020-04-14 00:00:00.000000,1401,5,2,25000,rider,5014.75580232227,55014.7558023223
188,2022-12-25 00:00:00.000000,1378,8,1,75000,rider,5611.70324821127,80611.7032482113
189,2020-09-24 00:00:00.000000,1308,2,1,12000,rider,6509.27717791261,18509.2771779126
190,2020-01-16 00:00:00.000000,981,5,2,25000,rider,3963.19621951601,53963.196219516
191,2022-11-11 00:00:00.000000,1997,4,4,50000,rider,1675.66664253665,201675.666642537
192,2022-02-07 00:00:00.000000,924,1,3,34000,mail,1512.20274686328,103512.202746863
193,2020-12-15 00:00:00.000000,779,4,2,50000,mail,1590.08775360971,101590.08775361
194,2023-01-20 00:00:00.000000,658,5,1,25000,mail,6670.45375727249,31670.4537572725
195,2022-04-04 00:00:00.000000,430,6,2,25000,rider,3233.63709889167,53233.6370988917
196,2022-05-03 00:00:00.000000,822,8,3,75000,pickup,1983.01174248881,226983.011742489
197,2020-06-10 00:00:00.000000,406,4,1,50000,pickup,2293.42343591458,52293.4234359146
198,2022-03-14 00:00:00.000000,680,6,1,25000,rider,4939.57190316374,29939.5719031637
199,2020-12-18 00:00:00.000000,295,3,2,15000,mail,6579.87720252368,36579.8772025237
200,2020-01-10 00:00:00.000000,291,2,2,12000,pickup,5573.57093542846,29573.5709354285
201,2020-10-15 00:00:00.000000,677,1,2,34000,pickup,2070.25172233765,70070.2517223376
202,2020-08-20 00:00:00.000000,1317,6,1,25000,mail,2363.94262103573,27363.9426210357
203,2021-04-08 00:00:00.000000,1543,3,2,15000,mail,7464.52816605324,37464.5281660532
204,2020-06-22 00:00:00.000000,14,7,1,30000,pickup,5556.79159932172,35556.7915993217
205,2020-07-17 00:00:00.000000,1063,6,1,25000,rider,2029.88703440597,27029.887034406
206,2022-07-12 00:00:00.000000,823,2,3,12000,rider,2836.43074758108,38836.4307475811
207,2022-10-27 00:00:00.000000,744,8,2,75000,rider,7527.59044284759,157527.590442848
208,2022-01-05 00:00:00.000000,977,6,1,25000,rider,2496.27288428889,27496.2728842889
209,2020-03-18 00:00:00.000000,358,8,4,75000,mail,4432.77199211697,304432.771992117
210,2021-07-16 00:00:00.000000,1455,2,1,12000,mail,8406.99720884004,20406.99720884
211,2021-01-05 00:00:00.000000,285,10,2,90000,mail,2361.7019827624,182361.701982762
212,2022-03-18 00:00:00.000000,1718,9,3,80000,mail,5419.92117163375,245419.921171634
213,2022-08-11 00:00:00.000000,1498,10,1,90000,pickup,7032.44080054839,97032.4408005484
214,2020-02-03 00:00:00.000000,750,2,1,12000,rider,5309.72693706438,17309.7269370644
215,2020-06-27 00:00:00.000000,281,6,4,25000,pickup,8917.43488128454,108917.434881285
216,2021-09-04 00:00:00.000000,1351,6,1,25000,mail,1941.70033060874,26941.7003306087
217,2020-06-28 00:00:00.000000,452,6,1,25000,mail,5892.75795242106,30892.7579524211
218,2022-02-27 00:00:00.000000,1657,4,3,50000,pickup,8645.06169777355,158645.061697774
219,2023-01-21 00:00:00.000000,1638,7,1,30000,mail,3129.35505484386,33129.3550548439
220,2021-07-23 00:00:00.000000,1865,9,1,80000,rider,2847.38882169913,82847.3888216991
221,2021-09-06 00:00:00.000000,607,5,1,25000,pickup,2499.76292249242,27499.7629224924
222,2022-06-01 00:00:00.000000,698,10,1,90000,mail,2752.60887235128,92752.6088723513
223,2022-09-18 00:00:00.000000,538,8,1,75000,pickup,4038.99056699008,79038.9905669901
224,2021-10-16 00:00:00.000000,941,6,2,25000,pickup,8655.85691270729,58655.8569127073
225,2021-08-26 00:00:00.000000,1315,4,2,50000,mail,5933.78310841335,105933.783108413
226,2023-01-13 00:00:00.000000,1041,4,2,50000,pickup,7471.40584871338,107471.405848713
227,2022-10-11 00:00:00.000000,1574,10,3,90000,rider,7810.30514696541,277810.305146965
228,2022-02-03 00:00:00.000000,1794,6,3,25000,pickup,4470.78723966226,79470.7872396623
229,2023-02-24 00:00:00.000000,1288,8,1,75000,pickup,2823.56274896579,77823.5627489658
230,2020-06-22 00:00:00.000000,943,1,2,34000,pickup,4424.45573017712,72424.4557301771
231,2023-04-04 00:00:00.000000,475,2,2,12000,rider,6811.01138843846,30811.0113884385
232,2020-02-19 00:00:00.000000,263,6,1,25000,rider,5141.6663899336,30141.6663899336
233,2021-12-26 00:00:00.000000,1821,5,2,25000,mail,5275.59503104422,55275.5950310442
234,2020-01-06 00:00:00.000000,1675,3,4,15000,pickup,4030.27658151392,64030.2765815139
235,2022-09-15 00:00:00.000000,845,9,1,80000,pickup,3136.71169542612,83136.7116954261
236,2023-01-10 00:00:00.000000,891,3,1,15000,pickup,7379.41311792835,22379.4131179284
237,2022-10-06 00:00:00.000000,966,10,3,90000,rider,8886.55539171901,278886.555391719
238,2021-04-18 00:00:00.000000,1954,10,1,90000,pickup,6302.01243833115,96302.0124383312
239,2022-09-01 00:00:00.000000,834,5,1,25000,mail,7676.50269763291,32676.5026976329
240,2022-11-15 00:00:00.000000,1756,9,1,80000,mail,7719.92855646762,87719.9285564676
241,2022-09-08 00:00:00.000000,894,2,4,12000,mail,8615.41513834631,56615.4151383463
242,2023-03-04 00:00:00.000000,1547,1,2,34000,mail,2760.69758075003,70760.69758075
243,2020-08-21 00:00:00.000000,1551,7,4,30000,rider,4956.29428658351,124956.294286584
244,2022-06-01 00:00:00.000000,1971,2,2,12000,pickup,1710.22197298696,25710.221972987
245,2021-08-13 00:00:00.000000,303,10,1,90000,rider,8262.29515997669,98262.2951599767
246,2020-09-14 00:00:00.000000,1927,4,1,50000,rider,6347.82773076761,56347.8277307676
247,2021-03-01 00:00:00.000000,1706,3,1,15000,pickup,5445.74560892015,20445.7456089201
248,2021-03-31 00:00:00.000000,563,4,1,50000,rider,2769.55099169229,52769.5509916923
249,2020-12-11 00:00:00.000000,1502,7,1,30000,mail,6935.4044733617,36935.4044733617
250,2022-03-25 00:00:00.000000,1769,1,1,34000,mail,1527.39769790626,35527.3976979063
251,2022-11-19 00:00:00.000000,1602,7,2,30000,pickup,1814.65761113341,61814.6576111334
252,2022-10-07 00:00:00.000000,862,2,2,12000,rider,8084.68711579141,32084.6871157914
253,2022-05-15 00:00:00.000000,155,1,1,34000,mail,6811.54260811825,40811.5426081183
254,2020-04-21 00:00:00.000000,1546,10,2,90000,mail,2363.77017881511,182363.770178815
255,2021-09-09 00:00:00.000000,1686,4,2,50000,rider,4675.55741031045,104675.55741031
256,2022-08-29 00:00:00.000000,584,7,3,30000,mail,2614.63822462258,92614.6382246226
257,2022-01-12 00:00:00.000000,1924,3,4,15000,mail,5063.5066502968,65063.5066502968
258,2021-08-31 00:00:00.000000,746,3,1,15000,rider,2085.2825351566,17085.2825351566
259,2021-02-15 00:00:00.000000,148,8,1,75000,pickup,2313.89995655021,77313.8999565502
260,2021-02-04 00:00:00.000000,1139,3,1,15000,pickup,6922.98451309557,21922.9845130956
261,2020-12-28 00:00:00.000000,1341,1,1,34000,mail,3177.03759605257,37177.0375960526
262,2021-10-04 00:00:00.000000,1071,4,2,50000,mail,5960.85698357252,105960.856983573
263,2020-10-02 00:00:00.000000,331,2,3,12000,rider,8745.34428895197,44745.344288952
264,2022-04-05 00:00:00.000000,353,6,1,25000,mail,2276.23597563217,27276.2359756322
265,2021-02-11 00:00:00.000000,487,4,4,50000,mail,5365.36589656714,205365.365896567
266,2021-03-27 00:00:00.000000,1582,1,1,34000,pickup,7257.68055358571,41257.6805535857
267,2022-11-22 00:00:00.000000,357,6,1,25000,pickup,6849.7395997797,31849.7395997797
268,2021-08-22 00:00:00.000000,983,6,2,25000,pickup,8256.67881534542,58256.6788153454
269,2022-02-28 00:00:00.000000,846,3,4,15000,rider,6893.23163708983,66893.2316370898
270,2022-09-29 00:00:00.000000,493,6,1,25000,mail,7037.01731769903,32037.017317699
271,2022-04-08 00:00:00.000000,1997,9,1,80000,rider,2550.73525246132,82550.7352524613
272,2020-07-19 00:00:00.000000,1924,9,1,80000,rider,3486.0301565642,83486.0301565642
273,2021-02-08 00:00:00.000000,1951,9,2,80000,mail,8876.08707450506,168876.087074505
274,2022-04-06 00:00:00.000000,242,8,2,75000,pickup,8172.84622874951,158172.84622875
275,2021-03-08 00:00:00.000000,1861,1,1,34000,mail,8371.4187227032,42371.4187227032
276,2022-08-23 00:00:00.000000,1753,10,1,90000,rider,4945.62498751629,94945.6249875163
277,2022-05-28 00:00:00.000000,104,2,1,12000,rider,4308.49068422197,16308.490684222
278,2021-10-20 00:00:00.000000,1809,4,3,50000,rider,6673.62331856247,156673.623318563
279,2020-12-25 00:00:00.000000,1260,7,2,30000,pickup,8878.49612032071,68878.4961203207
280,2021-10-24 00:00:00.000000,1026,1,3,34000,mail,8791.47671449323,110791.476714493
281,2023-01-04 00:00:00.000000,511,3,1,15000,rider,8225.39581965405,23225.3958196541
282,2023-02-21 00:00:00.000000,1338,5,1,25000,mail,4621.88621337239,29621.8862133724
283,2022-11-03 00:00:00.000000,415,9,1,80000,mail,6691.76469695361,86691.7646969536
284,2020-08-31 00:00:00.000000,144,9,2,80000,rider,8857.91676472193,168857.916764722
285,2020-03-13 00:00:00.000000,1384,8,2,75000,rider,4718.9417262538,154718.941726254
286,2020-09-24 00:00:00.000000,1847,8,2,75000,pickup,8624.58924987906,158624.589249879
287,2021-01-16 00:00:00.000000,1835,10,4,90000,pickup,8494.33443435934,368494.334434359
288,2021-05-02 00:00:00.000000,1967,10,1,90000,mail,6026.45429034534,96026.4542903454
289,2020-06-07 00:00:00.000000,107,9,1,80000,mail,6894.90703074856,86894.9070307486
290,2021-10-26 00:00:00.000000,1310,1,4,34000,rider,7826.49226282314,143826.492262823
291,2020-10-14 00:00:00.000000,210,5,4,25000,rider,7753.4990499742,107753.499049974
292,2022-08-26 00:00:00.000000,1447,1,2,34000,pickup,4541.64088042104,72541.640880421
293,2022-01-11 00:00:00.000000,1912,8,1,75000,mail,6721.63645939984,81721.6364593998
294,2022-08-14 00:00:00.000000,1102,6,1,25000,mail,4468.81778863601,29468.817788636
295,2022-05-21 00:00:00.000000,1508,4,4,50000,mail,1799.29674704065,201799.296747041
296,2021-08-29 00:00:00.000000,130,7,1,30000,pickup,3185.23599018904,33185.235990189
297,2021-12-19 00:00:00.000000,365,4,1,50000,mail,6005.33766256739,56005.3376625674
298,2021-09-13 00:00:00.000000,196,5,2,25000,mail,6704.82858660902,56704.828586609
299,2022-02-26 00:00:00.000000,1574,8,1,75000,mail,2731.58332864383,77731.5833286438
